City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,badger,64.8,-147.5333,-13.86,57,75,2.06,US,1709010631
360,dolores,-36.3132,-57.6792,18.92,95,73,2.09,AR,1709010632
361,machico,32.7,-16.7667,17.06,68,75,9.26,PT,1709010633
362,mahibadhoo,3.7833,72.9667,28.3,82,73,6.39,MV,1709010633
363,figuig (centre),32.1089,-1.2286,6.73,51,8,7.51,MA,1709010633
364,nizhniy odes,63.6445,54.856,-3.46,96,100,3.89,RU,1709010633
365,kas,36.2018,29.6377,12.78,75,95,5.34,TR,1709010634
366,le vauclin,14.5452,-60.8388,23.03,83,75,0.0,MQ,1709010634
367,maracacume,-2.0428,-45.9592,22.98,99,100,1.32,BR,1709010563
368,brownfield,33.1812,-102.2744,19.41,32,93,3.79,US,1709010635
369,torbat-e heydariyeh,35.274,59.2195,-2.74,79,100,2.18,IR,1709010635
370,mount pearl,47.5166,-52.7813,-4.81,93,20,6.69,CA,1709010636
371,hirara,24.8,125.2833,19.72,74,97,8.42,JP,1709010636
372,cudillero,43.5622,-6.1459,10.32,74,75,3.09,ES,1709010636
373,pudozh,61.8099,36.5345,1.08,98,100,5.36,RU,1709010637
374,hilton head island,32.2163,-80.7526,14.06,86,0,0.0,US,1709010637
375,qamdo,31.1667,97.2333,-1.74,39,60,3.0,CN,1709010642
376,gilgit,35.9221,74.3087,2.4,72,91,0.5,PK,1709010642
377,turkmenbasy,40.0222,52.9552,1.31,36,44,4.49,TM,1709010642
378,coquimbo,-29.9533,-71.3436,18.22,84,40,1.58,CL,1709010643
379,gereida,11.2811,25.1414,22.7,14,66,5.7,SD,1709010643
380,talcahuano,-36.7167,-73.1167,13.33,86,0,3.11,CL,1709010643
381,shalqar,47.8333,59.6,-7.95,78,20,4.32,KZ,1709010644
382,grootfontein,-19.5667,18.1167,21.13,63,90,2.22,NA,1709010644
383,sisimiut,66.9395,-53.6735,-12.31,77,100,8.0,GL,1709010645
384,sterling,39.0062,-77.4286,11.36,68,0,2.57,US,1709010645
385,xining,36.6167,101.7667,0.64,41,99,2.0,CN,1709010645
386,norfolk,42.1668,-71.2495,5.34,85,0,0.0,US,1709010542
387,morogoro,-6.8167,37.6667,21.62,97,100,2.22,TZ,1709010646
388,slave lake,55.2834,-114.769,-22.01,71,100,2.57,CA,1709010646
389,general roca,-39.0333,-67.5833,23.8,19,9,5.23,AR,1709010647
390,saray,40.5322,49.7164,2.28,53,16,0.15,AZ,1709010647
391,banda aceh,5.5577,95.3222,31.63,60,98,4.46,ID,1709010647
392,el matama,16.7095,33.3565,21.17,15,10,5.82,SD,1709010648
393,sault ste. marie,46.5168,-84.3333,1.31,86,0,2.57,CA,1709010500
394,rongelap,11.1635,166.8941,26.93,81,51,7.36,MH,1709010648
395,isangel,-19.55,169.2667,28.29,83,100,2.63,VU,1709010649
396,pagsanghan,11.9657,124.7212,29.84,51,71,4.73,PH,1709010649
397,magadan,59.5667,150.8,-14.15,87,5,1.47,RU,1709010649
398,umm kaddadah,13.6017,26.6876,20.96,14,79,6.2,SD,1709010649
399,trancoso,22.7333,-102.3667,18.87,22,3,3.35,MX,1709010650
400,winnemucca,40.973,-117.7357,1.03,69,100,5.14,US,1709010551
401,miryang,35.4933,128.7489,6.03,43,100,3.34,KR,1709010650
402,lamarque,-39.423,-65.7021,22.35,26,24,2.25,AR,1709010651
403,bayji,34.9311,43.487,8.61,34,92,7.07,IQ,1709010651
404,suntar,62.1444,117.6319,-16.45,87,99,2.71,RU,1709010651
405,arkhangel'sk,64.5401,40.5433,1.06,100,75,2.0,RU,1709010652
406,quatre cocos,-20.2078,57.7625,29.49,76,31,7.19,MU,1709010652
407,san antonio oeste,-40.7319,-64.9477,19.97,81,20,8.71,AR,1709010653
408,shumikha,55.2261,63.2961,-5.92,78,100,4.66,RU,1709010653
409,cockburn town,21.4612,-71.1419,23.62,75,100,9.23,TC,1709010653
410,traverse city,44.7631,-85.6206,12.29,59,0,4.63,US,1709010653
411,hami,42.8,93.45,-0.58,34,6,3.33,CN,1709010654
412,zhob,31.3411,69.4481,8.64,57,72,0.96,PK,1709010654
413,sarmiento,-45.5882,-69.07,16.6,56,76,2.31,AR,1709010654
414,sokoni,-6.4333,39.55,27.52,84,96,5.33,TZ,1709010655
415,sao gabriel da cachoeira,-0.1303,-67.0892,22.07,90,100,0.88,BR,1709010655
416,taroa,8.7058,171.2275,27.47,82,48,8.77,MH,1709010655
417,aden,12.7794,45.0367,25.14,74,91,4.06,YE,1709010656
418,pointe aux piments,-20.0628,57.5131,29.73,75,10,8.3,MU,1709010656
419,sabha,27.0377,14.4283,12.14,19,0,5.17,LY,1709010656
420,tarawa,1.419,172.984,28.92,77,9,5.87,KI,1709010657
421,lycksele,64.5954,18.6735,-14.07,92,0,0.0,SE,1709010657
422,fedorovskiy,45.0972,40.9517,0.07,60,0,8.11,RU,1709010657
423,as sulayyil,20.4607,45.5779,18.34,42,9,5.58,SA,1709010658
424,tyukhtet,56.5389,89.3011,-13.04,86,34,1.51,RU,1709010658
425,atasu,48.6814,71.6433,-13.81,92,40,1.02,KZ,1709010440
426,rumoi,43.9344,141.6428,-1.11,74,100,7.16,JP,1709010658
427,visakhapatnam,17.69,83.2093,28.94,65,40,4.12,IN,1709010659
428,sur,22.5667,59.5289,23.59,72,53,3.49,OM,1709010659
429,sao jose da coroa grande,-8.8978,-35.1478,26.91,74,98,3.05,BR,1709010659
430,dunedin,-45.8742,170.5036,15.45,90,57,1.79,NZ,1709010660
431,kassala,15.451,36.4,22.95,43,51,2.63,SD,1709010660
432,tekman,39.6436,41.5078,-10.05,67,4,1.02,TR,1709010660
433,nam som,17.7704,102.1895,28.61,36,4,3.25,TH,1709010661
434,belyy yar,53.6039,91.3903,-16.06,72,40,1.0,RU,1709010661
435,acapulco de juarez,16.8634,-99.8901,25.9,78,20,1.54,MX,1709010503
436,mahdia,35.5047,11.0622,13.97,55,100,6.98,TN,1709010662
437,macuspana,17.7667,-92.6,20.27,86,15,2.21,MX,1709010662
438,vilhena,-12.7406,-60.1458,19.99,98,57,1.45,BR,1709010663
439,amursk,50.2261,136.8994,-10.54,82,99,1.94,RU,1709010663
440,worland,44.0169,-107.9554,-0.74,73,100,6.69,US,1709010664
441,onega,63.9061,38.1404,0.16,99,100,1.89,RU,1709010664
442,srinivaspur,13.3333,78.2167,25.41,48,38,4.62,IN,1709010665
443,nemuro,43.3236,145.575,-1.77,76,100,10.89,JP,1709010665
444,chibougamau,49.9168,-74.3659,-13.34,89,100,2.88,CA,1709010665
445,suva,-18.1416,178.4415,29.01,81,40,0.84,FJ,1709010666
446,gizo,-8.103,156.8419,29.0,75,99,3.75,SB,1709010666
447,portrush,55.1959,-6.6493,7.2,87,100,10.03,GB,1709010666
448,kobelyaky,49.1489,34.1965,-0.84,71,100,4.6,UA,1709010667
449,bolgatanga,10.7856,-0.8514,26.92,42,11,0.38,GH,1709010667
450,bestobe,52.4994,73.0975,-6.1,89,98,3.18,KZ,1709010667
451,villa gesell,-37.2639,-56.973,20.03,95,7,4.19,AR,1709010668
452,lakatoro,-16.0999,167.4164,28.07,79,99,1.65,VU,1709010668
453,weligama,5.9667,80.4167,31.54,54,95,5.97,LK,1709010520
454,purpe,64.4803,76.6897,-4.08,94,100,5.92,RU,1709010669
455,dwarka,22.2394,68.9678,22.94,46,43,8.04,IN,1709010669
456,fort st. john,56.2499,-120.8529,-23.06,77,75,4.12,CA,1709010374
457,north bend,43.4065,-124.2243,6.95,70,75,4.63,US,1709010576
458,totness,5.8833,-56.3167,24.7,84,2,4.33,SR,1709010671
459,san antonio de pale,-1.4014,5.6325,28.2,78,47,3.12,GQ,1709010671
460,sale,34.0389,-6.8166,14.38,58,75,3.6,MA,1709010671
461,flin flon,54.7682,-101.865,-22.3,91,100,3.43,CA,1709010672
462,puerto aysen,-45.4,-72.7,11.92,99,100,1.56,CL,1709010672
463,qarqaraly,49.4058,75.4742,-10.93,92,76,1.71,KZ,1709010672
464,tual,-5.6667,132.75,28.67,77,90,6.3,ID,1709010673
465,metlili chaamba,32.2667,3.6333,11.18,43,100,6.91,DZ,1709010673
466,waitara,-38.925,174.25,17.22,66,15,4.51,NZ,1709010673
467,faya-largeau,17.9257,19.1043,21.32,21,83,9.55,TD,1709010674
468,nioki,-2.7167,17.6833,21.7,87,100,1.01,CD,1709010674
469,milhaud,43.7833,4.3,5.83,93,0,2.06,FR,1709010675
470,singkil,-7.9855,111.4161,32.51,60,62,0.71,ID,1709010675
471,anchorage,61.2181,-149.9003,-5.96,85,100,5.66,US,1709010562
472,pauini,-7.7136,-66.9764,21.87,99,100,0.68,BR,1709010676
473,ar rutbah,33.0381,40.2848,5.71,41,96,3.45,IQ,1709010676
474,mirnyy,62.5353,113.9611,-19.87,70,91,0.89,RU,1709010676
475,laguna,38.421,-121.4238,12.95,78,0,3.09,US,1709010678
476,lomas de santa anita,20.501,-103.4947,20.79,35,0,2.06,MX,1709010679
477,janakpur,26.7183,85.9065,24.87,15,81,2.6,NP,1709010680
478,sakaiminato,35.55,133.2333,6.76,49,100,8.06,JP,1709010680
479,hakui,36.8833,136.7833,6.81,60,93,6.7,JP,1709010680
480,sabinov,49.1031,21.0988,6.47,94,100,1.63,SK,1709010681
481,saskatoon,52.1168,-106.6345,-19.35,78,100,7.2,CA,1709010409
482,port washington,40.8257,-73.6982,8.11,85,75,1.54,US,1709010681
483,lorengau,-2.0226,147.2712,28.74,75,90,0.26,PG,1709010682
484,kirakira,-10.4544,161.9205,28.86,76,81,1.61,SB,1709010682
485,tokar,18.4254,37.729,22.49,62,3,2.95,SD,1709010682
486,kindu,-2.95,25.95,20.82,93,99,1.04,CD,1709010683
487,kibaya,-5.3,36.5667,16.03,98,100,2.84,TZ,1709010683
488,kiruna,67.8557,20.2251,-8.49,86,100,5.66,SE,1709010683
489,genhe,50.7833,121.5167,-10.79,79,100,1.6,CN,1709010687
490,smithers,54.7804,-127.1743,-12.95,89,95,1.14,CA,1709010688
491,naha,26.2125,127.6811,21.38,68,75,5.14,JP,1709010688
492,kaa-khem,51.6833,94.7333,-19.77,91,100,1.38,RU,1709010689
493,raebareli,26.2167,81.2333,25.39,20,47,2.23,IN,1709010692
494,ilhabela,-23.7781,-45.3581,24.89,92,79,2.81,BR,1709010694
495,mil'kovo,55.6078,37.7956,-2.73,91,73,3.78,RU,1709010695
496,bandipura,34.4167,74.65,6.53,64,93,0.85,IN,1709010695
497,rohri,27.6922,68.8951,17.67,56,84,3.09,PK,1709010696
498,sitka,57.0531,-135.33,-2.06,43,75,6.17,US,1709010696
499,lincoln,40.8,-96.667,13.78,32,0,3.09,US,1709010687
500,ulladulla,-35.35,150.4667,21.49,69,100,4.42,AU,1709010275
501,palikir - national government center,6.9248,158.1611,30.47,74,100,4.12,FM,1709010699
502,sosnovo-ozerskoye,52.5249,111.5418,-17.78,83,100,1.34,RU,1709010699
503,zelenoborskiy,66.845,32.3622,-1.3,93,100,2.64,RU,1709010700
504,vryburg,-26.9566,24.7284,15.9,72,0,2.6,ZA,1709010702
505,pembroke,45.8168,-77.1162,-0.46,62,100,3.8,CA,1709010705
506,luganville,-15.5333,167.1667,27.93,83,100,1.62,VU,1709010706
507,tibu,8.639,-72.7358,22.75,89,52,0.92,CO,1709010707
508,peace river,56.2501,-117.286,-17.52,66,100,3.09,CA,1709010707
509,broome,42.2506,-75.833,6.56,75,85,2.17,US,1709010707
510,biryusinsk,55.9634,97.8235,-13.62,83,92,1.93,RU,1709010708
511,santa vitoria do palmar,-33.5189,-53.3681,20.96,94,100,2.81,BR,1709010616
512,navia,43.5354,-6.7194,7.24,86,97,3.0,ES,1709010708
513,querqueville,49.6625,-1.6912,5.82,81,100,5.14,FR,1709010710
514,borda da mata,-22.2742,-46.1653,19.23,96,29,1.0,BR,1709010710
515,mitu,1.1983,-70.1733,22.43,99,97,1.12,CO,1709010711
516,reyes,-14.3167,-67.3833,23.0,99,100,0.28,BO,1709010711
517,lamar,33.6668,-95.5836,22.21,75,0,9.26,US,1709010711
518,lae,-6.7221,146.9847,30.21,65,99,3.79,PG,1709010712
519,blythe,33.6103,-114.5964,19.25,37,0,3.6,US,1709010713
520,naxos,37.1056,25.3764,14.61,87,28,1.34,GR,1709010713
521,gordonvale,-17.0936,145.7842,34.41,78,100,2.34,AU,1709010713
522,arraial do cabo,-22.9661,-42.0278,24.7,89,92,3.7,BR,1709010714
523,shingu,33.7333,135.9833,9.66,39,86,2.08,JP,1709010714
524,abashiri,44.0213,144.2697,-2.84,93,75,8.75,JP,1709010714
525,san diego de la union,21.4667,-100.8667,16.92,33,23,0.9,MX,1709010715
526,farasan,16.7022,42.1183,25.71,73,25,1.15,SA,1709010715
527,tuburan,6.6439,122.2736,28.11,71,77,4.25,PH,1709010715
528,kailua-kona,19.6406,-155.9956,23.98,85,75,3.6,US,1709010716
529,camapua,-19.5314,-54.0439,25.95,63,63,0.99,BR,1709010716
530,wanning,18.8003,110.3967,22.54,88,96,4.79,CN,1709010716
531,torbat-e jam,35.244,60.6225,-3.82,76,100,2.33,IR,1709010716
532,pritzwalk,53.1494,12.1741,1.99,93,94,3.94,DE,1709010717
533,chinchilla,-26.75,150.6333,35.01,43,19,4.02,AU,1709010717
534,archangelos,36.2149,28.1149,15.17,77,80,9.89,GR,1709010718
535,mosjoen,65.836,13.1908,2.06,86,40,2.06,NO,1709010718
536,kenai,60.5544,-151.2583,-6.03,91,100,11.32,US,1709010654
537,zheleznogorsk-ilimskiy,56.5768,104.1217,-15.4,82,100,2.02,RU,1709010719
538,akrehamn,59.2667,5.1833,4.12,87,100,5.14,NO,1709010719
539,darwin,-12.4611,130.8418,32.75,74,40,4.12,AU,1709010719
540,cabedelo,-6.9811,-34.8339,26.12,85,87,3.91,BR,1709010719
541,urangan,-25.3,152.9,30.11,62,11,6.71,AU,1709010720
542,usogorsk,63.4106,48.6872,-1.85,95,100,3.23,RU,1709010720
543,boa vista,2.8197,-60.6733,26.99,69,20,3.09,BR,1709010720
544,trujillo,-8.116,-79.03,24.01,80,81,2.3,PE,1709010721
545,tofol,5.3248,163.0078,25.71,89,99,5.23,FM,1709010721
546,dryden,49.7833,-92.7503,-6.84,93,100,4.63,CA,1709010722
547,ishikari,43.2397,141.3539,2.92,66,100,3.69,JP,1709010722
548,hadibu,12.65,54.0333,25.53,67,99,1.74,YE,1709010722
549,caleta olivia,-46.4393,-67.5281,15.33,96,30,2.98,AR,1709010722
550,weno,7.4515,151.8468,27.65,80,72,7.8,FM,1709010723
551,puerto lempira,15.2667,-83.7667,24.82,78,14,4.51,HN,1709010723
552,belmonte,-15.8631,-38.8828,24.67,90,22,2.45,BR,1709010724
553,mejit,10.2753,170.8646,27.04,82,94,8.29,MH,1709010724
554,elena,42.9333,25.8833,-0.38,67,87,1.37,BG,1709010724
555,princeville,45.7668,-61.2985,1.36,94,100,4.63,CA,1709010724
556,angaur state,6.906,134.13,27.18,84,69,7.53,PW,1709010725
557,cidreira,-30.1811,-50.2056,23.02,98,100,4.82,BR,1709010725
558,mazamari,-11.3258,-74.5308,20.73,99,82,0.7,PE,1709010726
559,abepura,-2.6333,140.5833,28.45,79,40,0.51,ID,1709010726
560,masvingo,-20.0637,30.8277,18.03,97,100,4.89,ZW,1709010726
561,norilsk,69.3535,88.2027,-9.21,95,100,4.81,RU,1709010727
562,laojunmiao,39.8333,97.7333,-5.67,71,86,1.96,CN,1709010727
563,byron bay,-28.65,153.6167,28.17,60,14,5.11,AU,1709010727
564,ekibastuz,51.6667,75.3667,-5.56,90,100,4.14,KZ,1709010728
565,ponta delgada,37.7333,-25.6667,13.4,71,40,3.6,PT,1709010728
566,mahina,-17.5065,-149.489,28.87,70,75,1.54,PF,1709010729
567,padang,-0.9492,100.3543,33.03,62,47,2.62,ID,1709010729
568,oyon,-10.6681,-76.7731,9.18,92,93,1.51,PE,1709010730
569,nago,26.5881,127.9761,21.47,73,100,4.12,JP,1709010730
570,jaithari,23.2333,78.6167,27.13,48,3,1.62,IN,1709010730
571,lowestoft,52.4752,1.7516,4.12,85,8,3.73,GB,1709010731
572,mazatlan,23.2167,-106.4167,21.06,89,0,0.0,MX,1709010610
573,dubovskoye,47.4092,42.7575,-1.99,60,0,7.68,RU,1709010731
574,kyaikkami,16.08,97.5675,30.25,55,2,3.33,MM,1709010732
575,dolinsk,47.35,142.8,-7.93,83,100,4.17,RU,1709010732
576,severo-yeniseyskiy,60.3725,93.0408,-14.68,85,98,1.34,RU,1709010732
577,rabaul,-4.1967,152.1721,28.82,72,100,4.91,PG,1709010733
578,san andres,12.5847,-81.7006,26.97,76,16,6.51,CO,1709010733
